用户问句	名词短语
近1周的港股通持股占流通a股比>2%	港股通持股_|_a股
近20天内机构评级买入首次	机构评级
近20天内召开过股东大会	股东大会
近30天大宗交易买方是机构席位	大宗交易_|_机构席位
近3个月机构评级买入或增持最多的公司	公司
近3日机构行业板块研报评级为买入	机构行业
近3月社保基金调研过	社保基金
近4日机构评级买入为主的股票	机构评级_|_股票
近5日的区间机构席位买入家用轻工	机构席位_|_家用轻工
近60日高瓴参与调研公司	高瓴_|_调研公司
近半个月机构评级买入+增持次数	增持次数
近半个月机构评级买入或增持次数	增持次数
近半年被机构调研过的公司	公司
近半年有哪些机构对维信诺进行调研	维信诺_|_机构
近几个交易日k线异动	交易日
近几日黑猫股份跌了这么多，庄家是出货还是洗盘	黑猫股份
近几日什么原因导致景峰医药股价异动	景峰医药
近几日是庄股	庄股
近几月股价开始异动的	股价
近两个月负面资讯风险类别包含交易异常波动	负面资讯风险类别_|_交易异常波动
近两三天即将重组停牌的股票	股票
近年业绩造假的上市公司有哪些	上市公司
近期暴跌的庄股	暴跌的庄股
近期被红杉资本调研的股票	红杉资本_|_股票
近期参与调研的机构	机构
近期成交量异动的个股	个股
近期成交量异动个股	成交量_|_异动个股
近期机构对闻泰股份的调研数据	闻泰股份_|_调研数据
近期机构评级最高的股票	股票
近期机构调研记录	机构调研记录
近期机构异动的股票	股票
近期即将停牌的股票	股票
近期强庄	强庄
近期强庄股	强庄股
近期推出第二期股权激励计划	股权激励计划
近期异动有什么意义	近期异动
近期异动指数的含义	异动指数_|_含义
近期营业部名称包含机构席位	营业部_|_机构席位
近期有专用机构席位和北上资金大量买入还没启动的底分型个股	专用机构席位
近期有专用机构席位买入北上资金买入还没启动的个股	机构席位_|_北上资金_|_个股
近期有专用机构席位买入和北上资金买入还没启动的个股	个股
近期有专用机构席位买入或者是北上资金买入还没启动的个股	个股
近期召开年度股东大会的公司	股东大会
近期中信证券调研过哪些机构	中信证券_|_机构
近期主力异动的个股	个股
近期庄股	庄股
近三个月连续停牌的股票	股票
近三个月疑似庄股的票	疑似庄股
近三天大宗交易机构席位买入金额大于1000万元	大宗交易机构席位
近三月股权激励占总股本大于3%	总股本
近十日龙虎榜中有机构席位买入的个	机构席位_|_龙虎榜
近五年大股东多次减持的上市公司有哪些	上市公司
近五年港股通流入情况	港股通_|_流入情况
近五年股息收益率在20%及以上的上市公司有哪些	上市公司
近一个月，中环装备庄家持有多少股	中环装备_|_庄家持有
近一个月板块异动记录	板块异动记录
近一个月变更实控人停牌的股票	股票_|_实控人
近一个月港股@区间港股通占流通股比例	港股
近一个月机构调研最多的行业	行业
近一个月区间港股通占流通股比例	流通股比例_|_港股通
近一个月券商调研公告日期	公告日期
近一个月异动的股权转让个股	个股
近一个月有哪些上市公司公告要强制赎回可转债	上市公司
近一个月有最多机构调研的上市公司有哪些	上市公司
近一个月重组失败复牌股票	复牌股票
近一年私募调研金发科技	金发科技
近一年因为涨幅过大而停牌的股票	股票
近一周港股@区间港股通净额	港股_|_港股通净额
近一周港股通持股占流通a股比>3%	港股通_|_a股
近一周中信证券机构评级调整	中信证券
近一周庄家持股均价	庄家持股均价
劲线是什么意思	劲线
京东方a开股东大会是利好还是利空	京东方a_|_股东大会
京天利可比上市公司有哪些	京天利可比_|_上市公司
京天利一个月了没看到主力操作，是不是没有庄家呀？	京天利_|_庄家
经传技术指标	经传技术指标
经开是什么意思	经开
经营杠杆	经营杠杆
经营现金流量净额如何计算	经营现金流量净额
晶澳科技有没庄家进场	晶澳科技
晶方科技的持股的庄家有哪些？	晶方科技_|_持股的庄家
晶方科技介绍	晶方科技
精测电子的庄家数量	精测电子_|_庄家数量
精达股份关于实施权益分派时转股连续停牌的提示性公告	精达股份_|_提示性公告
精准信息3月28日实际换手率	精准信息_|_实际换手率
精准信息庄家持股是多少	精准信息_|_庄家持股
景德镇市国有资产监督管理委员会	景德镇市国有资产监督管理委员会
景津环保现在还有庄家吗	景津环保_|_庄家
景阳冈	景阳冈
净利lun	净利lun
净利润60%的上市公司有哪些	上市公司
净利润大于50%有哪些上市公司	上市公司
净资产计算公式	净资产
净资产收益率公式	净资产收益率
净资产收益率越高，越好吗	净资产收益率
净资产收益率在20的上市公司有哪些	净资产收益率_|_上市公司
净资产怎么算	净资产
竞价换手z大于0.18	竞价换手
竞价集合什么意思	竞价集合
竞价评级看多以及竞价异动类型是竞价抢筹的	竞价异动类型
竞价实际换手率大于	竞价实际换手率
竞价异动的板块	板块
竞价异动的板块在哪	板块
竞价异动风向标	竞价异动_|_风向标
竞价异动看	竞价异动
竞价异动看多板块排名	板块排名
竞价异动类型分为几种	竞价异动类型
竞价异动类型竞价评级.	竞价异动类型_|_竞价评级
竞价异动类型买一大于0	竞价异动类型
竞价异动类型是竞价看多	竞价异动类型
竞价异动类型说明	竞价异动类型_|_说明
竞价异动类型为抢筹或涨停试盘	竞价异动类型
竞价异动类型为正向异动	竞价异动类型
竞价异动哪里看	竞价异动
竞价异动评级	竞价异动评级
竞价异动评级为看多	竞价异动评级
竞价异动抢筹单笔放量	单笔放量
竞价异动去除科创板	科创板
竞价异动如何看	竞价异动
竞价异动啥意思	竞价异动
竞价异动什么意思	竞价异动
竞价异动是什么	竞价异动
竞价异动是什么意思	竞价异动
竞价异动意思	竞价异动
竞价异动在哪看	竞价异动
竞价异动在哪里看	竞价异动
竞价异动怎么关掉	竞价异动
竞价异动指什么	竞价异动
竞价涨停试盘，昨日的日线周期的出水芙蓉，昨日的庄家抬轿	出水芙蓉_|_竞价涨停试盘
竟量占昨量是什么意思	竟量占昨量
境外卡预约资金门槛什么意思	境外卡预约
九淡药业生产经营	九淡药业
九强生物重大资产重组需要停牌吗	九强生物
九天射日技术形态是什么	九天射日
九天射日是什么样子的	九天射日
九天射日是什么意思	九天射日
九天射日形态是什么	九天射日形态
九阴白骨爪啥意思	九阴白骨爪
九阴白骨爪是什么意思	九阴白骨爪
居然之家庄家进场	居然之家
举报协鑫集成，庄家恶意控盘，压盘！	协鑫集成
举报庄家恶意炒作	庄家
举牌是什么	举牌
巨化股份庄家仓位多少	巨化股份_|_庄家仓位
巨人网络庄家筹码的价格是多少？	巨人网络_|_庄家筹码的价格
距离机构评级目标价还有100%上涨空间	目标价
聚光科技什么形态	聚光科技
聚杰钎维	聚杰钎维
聚龙股份是不庄家在洗盘还是在出货	聚龙股份_|_庄家
军工板块异动个股	军工板块_|_异动个股
军事科学院军事医学研究院有合作的上市公司有哪些	军事科学院_|_军事医学研究院_|_上市公司
均差的意思	均差
均价公式	均价
均价是什么意思	均价
均线二次金叉的意思	均线二次金叉
均线发散代表什么	均线发散
均线上穿技术形态的解释	均线上穿技术形态
均线上影线上穿50日线均线	均线上影线
均线是指什么	均线
均线收敛突破是什么意思	均线收敛突破
均线意义	均线
均线战法什么意思	均线战法
均线值是什么意思	均线值
君正的庄家跑了还是吸筹	君正
君正集团换手	君正集团
君正集团有叶飞概念	君正集团_|_叶飞概念
君正集庄家持股均价多少	君正集_|_庄家持股均价
卡曼龙	卡曼龙
开股东大会停牌吗	股东大会
开股东大会有什么影响	股东大会
开户港股通需要多少资金	港股通_|_资金
开户后与沪港股通有什么区别	沪港股通
开盘分时量比*开盘成交金额*开盘分时换手率排名前3	开盘成交金额_|_开盘分时量比_|_开盘分时换手率
开盘股价迅速拉升，5到15分钟左右就开始下跌，庄家的意图是什么？	庄家的意图
开盘换手率大前20只股票加真实流通盘	开盘换手率_|_真实流通盘
开盘竞价异动是竞价抢筹或者大卖单试盘或者大幅低开	大卖单试盘
开山股份，你是庄股嘛	开山股份_|_庄股
开山集团，你是庄股	开山集团_|_庄股
开通港股通，基金算市值吗	港股通_|_基金
开通港股通，同花顺不能买港股	同花顺
开通港股通的市值要求算不算基金市值	港股通_|_基金市值
开通港股通需要50万	港股通
开通港股通需要50万吗	港股通
开通港股通需要50万资金嘛	港股通
开通港股通需要50万资金么	港股通
开通港股通需要什么资格	港股通
开通港股通要50万吗	港股通
开通了港股通，如何买港股	港股通
开通了港股通，怎么交易不了	港股通
开通了港股通，怎么买港股	港股通
开通了港股通就可以买港股了吗	港股通_|_买港股
开通了港股通怎么买港股	港股通
开通了港股通怎么入金	港股通
凯迪能不能复牌	凯迪
凯普生物没有庄家了？	凯普生物_|_庄家
凯撒旅业债券停牌是利空吗	凯撒旅业
凯撒文化没有主力和庄家了	凯撒文化_|_主力_|_庄家
凯撒文化庄家的持有成本	凯撒文化_|_庄家的持有成本
凯盛科技叶飞	凯盛科技_|_叶飞
恺英网络今日负面资讯风险类别包含异常波动	恺英网络_|_负面资讯风险_|_异常波动
看不到港股通当日盈亏	港股通
看分时5分线有什么意义	分时5分线
看看002498庄家数量	庄家数量
看看安彩高科是否庄家出货	安彩高科
看看机构席位	机构席位
看看韵达股份庄家出货情况	韵达股份
看空后市是什么意思	看空后市
看下主力控盘坚决度；庄家亏损的	主力控盘坚决度_|_庄家亏损
看庄家操作的指标	庄家操作的指标
康辰药业市盈率异动吗	康辰药业
康成化龙	康成化龙
康美关于终止实施限制性股票激励计划的公告	康美_|_限制性股票激励计划
康泰生物是做什么	康泰生物
柯树泉	柯树泉
科创板的入股上市公司有哪些	科创板_|_入股上市公司
科创板第一天上市的股票	科创板_|_股票
科创板和港股通	科创板_|_港股通
科创板机构席位买入超过1000万元	科创板
科创板机构席位买入超过五千万	科创板
科创板竞价交易异常波动	交易异常波动
科创板纳入港股通	科创板_|_港股通
科创板中的港股通	科创板_|_港股通
科创是指什么	科创
科创新源相关联的上市公司有哪些	科创新源_|_上市公司
科大讯飞;怎么样庄家是否出货。仲有上升通道吗	科大讯飞_|_庄家_|_上升通道
